Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name	Mouse gene stable ID	Mouse chromosome/scaffold name	Mouse chromosome/scaffold start (bp)	Mouse chromosome/scaffold end (bp)	Mouse gene name
ENSG00000294427	10696593	10764943		9					
ENSG00000294444	92748828	92764147		9					
ENSG00000184454	24556087	24609328	NCMAP	1	ENSMUSG00000043924	4	135096887	135125538	Ncmap
ENSG00000235481	33732970	33818836	UBE2R2-AS1	9					
ENSG00000220583	34263311	34263673	RPL35P2	6					
ENSG00000272325	34279679	34392669	NUDT3	6	ENSMUSG00000024213	17	27798356	27842469	Nudt3
ENSG00000227312	24563627	24563974		1					
ENSG00000239106	24625411	24625513	Y_RNA	1	ENSMUSG00002075548	11	94849604	94849719	Gm56393
ENSG00000293404	149786220	149799082		7					
ENSG00000294502	85047703	85077699		9					
ENSG00000294505	112666257	112681320		9					
ENSG00000294527	985383	998670		9					
ENSG00000294530	94690286	94727105		9					
ENSG00000140564	90868588	90883564	FURIN	15	ENSMUSG00000030530	7	80038333	80055184	Furin
ENSG00000137309	34236873	34246231	HMGA1	6	ENSMUSG00000046711	17	27775471	27782648	Hmga1
ENSG00000133619	149714781	149734575	KRBA1	7	ENSMUSG00000042810	6	48372520	48396715	Krba1
ENSG00000294531	66269968	66388040		9					
ENSG00000116539	155335268	155563162	ASH1L	1	ENSMUSG00000028053	3	88857929	88986682	Ash1l
ENSG00000294542	94681649	94696268		9					
ENSG00000130159	11505929	11529172	ECSIT	19	ENSMUSG00000066839	9	21983542	21996734	Ecsit
ENSG00000290970	66047084	66062353		9					
ENSG00000201464	79301963	79302066	Y_RNA	6					
ENSG00000217786	79326568	79327207		6					
ENSG00000214338	127472806	127519335	MTCL3	6	ENSMUSG00000038916	10	29019835	29075626	Mtcl3
ENSG00000294561	33510987	33513193		9					
ENSG00000146216	43243481	43288258	TTBK1	6	ENSMUSG00000015599	17	46753374	46798601	Ttbk1
ENSG00000290588	138150075	138197973		9					
ENSG00000261094	122931613	122940333		9					
ENSG00000254673	43018424	43077334		8					
ENSG00000220347	156662050	156662437	H3P28	6					
ENSG00000271265	156774217	156774662		6					
ENSG00000294571	66332893	66348058		9					
ENSG00000271551	156776360	156778422		6					
ENSG00000294585	36189589	36190773		9					
ENSG00000271899	156779678	156779731	MIR4466	6					
ENSG00000270487	156780327	156780455		6					
ENSG00000286718	122940537	122941285		9					
ENSG00000218596	156976294	156977072		6					
ENSG00000288910	157060632	157061587		6					
ENSG00000168522	43034194	43085788	FNTA	8	ENSMUSG00000015994	8	26488750	26505678	Fnta
ENSG00000233044	157107727	157119706		6					
ENSG00000294653	131281356	131281967		9					
ENSG00000111344	113098819	113136239	RASAL1	12	ENSMUSG00000029602	5	120786877	120817662	Rasal1
ENSG00000233138	142748443	142753759		6					
ENSG00000172183	88635670	88656483	ISG20	15	ENSMUSG00000039236	7	78563172	78570144	Isg20
ENSG00000271086	99355337	99906624	NAMA	9					
ENSG00000010818	142751469	142956698	HIVEP2	6	ENSMUSG00000015501	10	13841819	14027118	Hivep2
ENSG00000181444	149764182	149773588	ZNF467	7	ENSMUSG00000068551	6	48404631	48422759	Zfp467
ENSG00000197558	149776042	149833829	SSPOP	7					
ENSG00000103723	82659281	82710112	AP3B2	15	ENSMUSG00000062444	7	81110147	81143673	Ap3b2
ENSG00000183336	29453590	29454351	BOLA2	16	ENSMUSG00000047721	7	126294573	126298970	Bola2
ENSG00000164236	10564070	10657816	ANKRD33B	5	ENSMUSG00000022237	15	31291624	31367872	Ankrd33b
ENSG00000261740	29443230	29454651	BOLA2-SMG1P6	16					
ENSG00000293558	149810915	149812635		7					
ENSG00000106479	149838375	149867479	ZNF862	7					
ENSG00000250106	10627260	10628225	ANKRD33B-AS1	5					
ENSG00000251196	10652211	10655925		5					
ENSG00000251548	10664495	10665113		5					
ENSG00000254192	168654513	168667761		5					
ENSG00000102898	67846882	67872567	NUTF2	16	ENSMUSG00000071497	19	53576599	53577499	Nutf2-ps1
ENSG00000102898	67846882	67872567	NUTF2	16	ENSMUSG00000008450	8	106587212	106605962	Nutf2
ENSG00000184347	168661740	169301139	SLIT3	5	ENSMUSG00000056427	11	35012051	35599334	Slit3
ENSG00000280149	149851572	149852170		7					
ENSG00000273419	149858400	149862492		7					
ENSG00000237851	142788123	142794086		6					
ENSG00000077348	41386371	41397362	EXOSC5	19	ENSMUSG00000061286	7	25358589	25370793	Exosc5
ENSG00000293408	99264267	99271049		7					
ENSG00000232618	142946406	142957945	HIVEP2-DT	6					
ENSG00000200731	43073474	43073618	RNU1-124P	8	ENSMUSG00000077387	5	25715863	25716033	Gm22656
ENSG00000200731	43073474	43073618	RNU1-124P	8	ENSMUSG00000064732	17	60793002	60793164	Gm23447
ENSG00000200731	43073474	43073618	RNU1-124P	8	ENSMUSG00000064436	6	29113440	29113605	Gm25589
ENSG00000200731	43073474	43073618	RNU1-124P	8	ENSMUSG00002076211	11	106077270	106077413	Gm56222
ENSG00000254198	43125995	43126397		8					
ENSG00000288882	142716831	142719234		7					
ENSG00000219669	71075564	71076375	BECN1P2	6					
ENSG00000292271	142795705	142795720		7					
ENSG00000221345	71126893	71127105	U3	6					
ENSG00000146049	24356903	24358285	KAAG1	6					
ENSG00000179468	143026200	143027132	OR9A2	7	ENSMUSG00000045479	6	41745704	41752111	Or9a2
ENSG00000165102	43140464	43202855	HGSNAT	8	ENSMUSG00000037260	8	26434481	26466781	Hgsnat
ENSG00000270800	34284887	34426071	RPS10-NUDT3	6					
ENSG00000225781	143052341	143053282	OR6V1	7					
ENSG00000290761	143062330	143063429		7					
ENSG00000288634	112450487	112450645		7					
ENSG00000288608	151061928	151061978		7					
ENSG00000055118	150944961	150978321	KCNH2	7	ENSMUSG00000038319	5	24524587	24556602	Kcnh2
ENSG00000183019	7677088	7679829	MCEMP1	19	ENSMUSG00000013974	8	3715754	3719259	Mcemp1
ENSG00000103051	70480568	70523560	COG4	16	ENSMUSG00000031753	8	111573232	111608859	Cog4
ENSG00000294750	34620645	34622799		9					
ENSG00000287955	99358898	99401795		9					
ENSG00000124614	34417454	34426069	RPS10	6					
ENSG00000142459	7830218	7864976	EVI5L	19	ENSMUSG00000011832	8	4216567	4261257	Evi5l
ENSG00000284977	117759390	118306252		9					
ENSG00000082175	101029624	101129813	PGR	11	ENSMUSG00000031870	9	8899834	8968612	Pgr
ENSG00000115138	25160853	25168903	POMC	2	ENSMUSG00000020660	12	4004951	4010642	Pomc
ENSG00000250135	32170733	32176568		1					
ENSG00000253611	43219960	43220809	VN1R46P	8					
ENSG00000084652	32179675	32198285	TXLNA	1	ENSMUSG00000053841	4	129519871	129534858	Txlna
ENSG00000253884	43246755	43246935		8					
ENSG00000255166	43247191	43247410		8					
ENSG00000294793	99296379	99318799		9					
ENSG00000179912	57253762	57431043	R3HDM2	12	ENSMUSG00000025404	10	127216196	127335253	R3hdm2
ENSG00000253312	43251711	43251858		8					
ENSG00000253186	43253732	43254089		8					
ENSG00000294815	117800774	117808109		9					
ENSG00000253606	43270198	43271960	AFG3L2P1	8					
ENSG00000234860	99531472	99583301		9					
ENSG00000081052	227002714	227164453	COL4A4	2	ENSMUSG00000067158	1	82426144	82564570	Col4a4
ENSG00000234713	43276270	43276823		8					
ENSG00000253707	43284626	43284806		8					
ENSG00000294829	21031207	21051977		9					
ENSG00000188877	43292483	43363518	POTEA	8	ENSMUSG00000107280	8	69880632	69906217	Potefam3c
ENSG00000188877	43292483	43363518	POTEA	8	ENSMUSG00000074449	8	20078070	20103616	Potefam3a
ENSG00000188877	43292483	43363518	POTEA	8	ENSMUSG00000110591	8	20478993	20501314	Potefam3f
ENSG00000188877	43292483	43363518	POTEA	8	ENSMUSG00000096265	8	19779592	19803543	Potefam3e
ENSG00000188877	43292483	43363518	POTEA	8	ENSMUSG00000029517	6	18866317	18879585	Ankrd7
ENSG00000188877	43292483	43363518	POTEA	8	ENSMUSG00000106824	8	69933998	69975628	Potefam3d
ENSG00000188877	43292483	43363518	POTEA	8	ENSMUSG00000027157	2	110880755	111059948	Potefam1
ENSG00000188877	43292483	43363518	POTEA	8	ENSMUSG00000095294	8	21154935	21180719	Potefam3b
ENSG00000294843	117932601	117936176		9					
ENSG00000294848	99236190	99240895		9					
ENSG00000124507	34466061	34535229	PACSIN1	6	ENSMUSG00000040276	17	27874483	27930456	Pacsin1
ENSG00000294872	117770009	117772673		9					
ENSG00000294876	99665591	99670195		9					
ENSG00000286945	66047107	66113085		9					
ENSG00000155026	5925550	5970689	RSPH10B	7	ENSMUSG00000075569	5	143869853	143922537	Rsph10b
ENSG00000254042	168706567	168720884	SLIT3-AS2	5					
ENSG00000294888	129413522	129415922		9					
ENSG00000294904	99820404	99821742		9					
ENSG00000294913	129413465	129413834		9					
ENSG00000207739	168768146	168768255	MIR218-2	5	ENSMUSG00000065583	11	35507643	35507752	Mir218-2
ENSG00000202345	168791498	168791610	Y_RNA	5					
ENSG00000293608	73205038	73439504		9					
ENSG00000279752	169012148	169013146		5					
ENSG00000066044	7958573	8005659	ELAVL1	19	ENSMUSG00000040028	8	4335382	4375413	Elavl1
ENSG00000207619	169263601	169263694	MIR585	5					
ENSG00000185662	171782432	171796126	SMIM23	5	ENSMUSG00000020270	11	32768529	32774605	Smim23
ENSG00000250722	42799880	42887392	SELENOP	5	ENSMUSG00000064373	15	3298029	3309990	Selenop
ENSG00000238509	43303376	43303482	RNU6-104P	8					
ENSG00000255497	43313948	43314200		8					
ENSG00000224066	32204769	32206814		1					
ENSG00000254342	43372559	43372677		8					
ENSG00000201329	43378297	43378510	U3	8					
ENSG00000168333	49054311	49076093	PPDPFL	8					
ENSG00000160051	32205671	32208682	IQCC	1	ENSMUSG00000040795	4	129508919	129512892	Iqcc
ENSG00000130477	17601336	17688365	UNC13A	19	ENSMUSG00000034799	8	72077061	72124401	Unc13a
ENSG00000124664	34537802	34556333	SPDEF	6	ENSMUSG00000024215	17	27933326	27947929	Spdef
ENSG00000183615	32247222	32248856	FAM167B	1	ENSMUSG00000050493	4	129470608	129472342	Fam167b
ENSG00000204099	241809065	241817413	NEU4	2	ENSMUSG00000034000	1	93948173	93956056	Neu4
ENSG00000294927	99820090	99821068		9					
ENSG00000294948	120322215	120384634		9					
ENSG00000277617	32269338	32269597	Metazoa_SRP	1					
ENSG00000294949	99819606	99819798		9					
ENSG00000252450	32286452	32286561	Y_RNA	1					
ENSG00000294962	16093049	16101161		9					
ENSG00000175130	32333839	32336233	MARCKSL1	1	ENSMUSG00000047945	4	129407374	129409778	Marcksl1
ENSG00000204706	70010139	70258924	MAMDC2-AS1	9					
ENSG00000162526	32351521	32364312	TSSK3	1	ENSMUSG00000000411	4	129382807	129384815	Tssk3
ENSG00000196114	34576258	34576656	IFITM3P3	6					
ENSG00000196821	34587288	34696859	ILRUN	6	ENSMUSG00000056692	17	27970209	28039622	Ilrun
ENSG00000023171	123358428	123627774	GRAMD1B	11	ENSMUSG00000040111	9	40204529	40442679	Gramd1b
ENSG00000198010	737628	1708476	DLGAP2	8	ENSMUSG00000047495	8	14145865	14897680	Dlgap2
ENSG00000122512	5970925	6009130	PMS2	7	ENSMUSG00000079109	5	143846782	143870786	Pms2
ENSG00000216636	34616538	34617258	RPL7P25	6					
ENSG00000265123	34685355	34685642	RN7SL200P	6					
ENSG00000185633	57234903	57240715	NDUFA4L2	12	ENSMUSG00000040280	10	127350836	127353023	Ndufa4l2
ENSG00000220643	34686602	34687106		6					
ENSG00000186328	34715613	34715940	ATP6V1FP1	6					
ENSG00000137166	41546381	41602384	FOXP4	6	ENSMUSG00000023991	17	48178058	48235570	Foxp4
ENSG00000154928	134795260	135260467	EPHB1	3	ENSMUSG00000032537	9	101799327	102231892	Ephb1
ENSG00000168679	110362851	110391082	SLC16A4	1	ENSMUSG00000027896	3	107198546	107219431	Slc16a4
ENSG00000139343	95858952	95903828	SNRPF	12	ENSMUSG00000020018	10	93418891	93425568	Snrpf
ENSG00000135473	56316223	56334053	PAN2	12	ENSMUSG00000005682	10	128139204	128157227	Pan2
ENSG00000249092	42892319	42892817	PPIAP77	5					
ENSG00000188011	241869600	241873823	RTP5	2					
ENSG00000251163	42897262	42897832	PRELID3BP4	5					
ENSG00000250045	112777630	112778161	CBX3P3	5					
ENSG00000212370	112778363	112778469	RNU6-482P	5	ENSMUSG00000089394	3	86098723	86098833	Gm23025
ENSG00000200051	140527352	140527428		5					
ENSG00000283717	140563671	140563751	MIR6831	5					
ENSG00000292256	140711215	140733281		5					
ENSG00000216921	241893988	241902551	FAM240C	2					
ENSG00000287514	36779475	36830456		9					
ENSG00000280119	242001209	242006013		2					
ENSG00000224160	242119856	242120053	CICP10	2					
ENSG00000271153	242175181	242175634	RPL23AP88	2					
ENSG00000277842	237510931	237510988	MIR6811	2					
ENSG00000169045	179614178	179634784	HNRNPH1	5	ENSMUSG00000007850	11	50267817	50277355	Hnrnph1
ENSG00000230598	29215236	29216179	OR2H4P	6					
ENSG00000290478	29212886	29216933		6					
ENSG00000203987	137867924	137892570		9					
ENSG00000203492	29137880	29138816	OR2N1P	6					
ENSG00000269752	17613722	17614430		19					
ENSG00000290479	29137410	29142934		6					
ENSG00000279300	17622447	17623338		19					
ENSG00000185900	43093498	43131180	POMK	8	ENSMUSG00000037251	8	26470632	26484161	Pomk
ENSG00000197171	29290711	29291653	OR2B4P	6					
ENSG00000179073	132608252	132609276	TAAR3P	6					
ENSG00000278128	23854444	23855457		6					
ENSG00000231248	61615817	61627683	FAM242D	9					
ENSG00000283453	60281444	60544955	PRIM2BP	6					
ENSG00000130479	17719242	17734513	MAP1S	19	ENSMUSG00000019261	8	71358576	71370173	Map1s
ENSG00000163359	237324003	237414328	COL6A3	2	ENSMUSG00000048126	1	90693645	90771693	Col6a3
ENSG00000174749	112145454	112195256	FAM241A	4	ENSMUSG00000050549	3	127662707	127689973	Fam241a
ENSG00000181126	29792234	29793136	HLA-V	6					
ENSG00000163623	84491985	84499292	NKX6-1	4	ENSMUSG00000035187	5	101806005	101812862	Nkx6-1
ENSG00000038532	10944539	11182186	CLEC16A	16	ENSMUSG00000068663	16	10363203	10562742	Clec16a
ENSG00000225626	69817047	69820794	CFAP95-DT	9					
ENSG00000203690	167358107	167382954	TCP10L3	6					
ENSG00000114654	129001304	129040742	EFCC1	3	ENSMUSG00000068263	6	87707851	87732890	Efcc1
ENSG00000204338	32005689	32008399	CYP21A1P	6					
ENSG00000258013	84544304	84544519	RPL3P13	4					
ENSG00000163624	84583127	84651334	CDS1	4	ENSMUSG00000029330	5	101912996	101971724	Cds1
ENSG00000218690	26272193	26272540	H2AC10P	6					
ENSG00000214643	49946101	49949444	DEFB133	6					
ENSG00000290804	49946021	49950265		6					
ENSG00000285799	29852363	29852491		6					
ENSG00000229391	32553046	32558186	HLA-DRB6	6					
ENSG00000219392	28115628	28116551	ZNF602P	6					
ENSG00000294991	27747197	27820681		9					
ENSG00000218358	150000090	150005157	RAET1K	6					
ENSG00000295032	35640754	35644641		9					
ENSG00000216775	52665274	52666878		6					
ENSG00000295036	126493573	126528522		9					
ENSG00000219891	28092427	28092845	ZSCAN12P1	6					
ENSG00000243236	52939906	52957521	GSTA9P	6					
ENSG00000243753	30259625	30261703	HLA-L	6					
ENSG00000295037	94329398	94332430		9					
ENSG00000227933	35646270	35647476		9					
ENSG00000163625	84668765	84966690	WDFY3	4	ENSMUSG00000043940	5	101980822	102217787	Wdfy3
ENSG00000295086	126529729	126534183		9					
ENSG00000206651	156484098	156484210	Y_RNA	1					
ENSG00000124549	26422119	26431615	BTN2A3P	6					
ENSG00000172995	35638945	35794496	ARPP21	3	ENSMUSG00000032503	9	111894159	112065006	Arpp21
ENSG00000295090	100992888	101039723		9					
ENSG00000224557	33112516	33129084	HLA-DPB2	6					
ENSG00000134248	110401249	110407942	LAMTOR5	1	ENSMUSG00000087260	3	107186174	107191398	Lamtor5
ENSG00000204789	27358252	27359854	ZNF204P	6					
ENSG00000216436	25732497	25732827	H2AC2P	6					
ENSG00000291237	159669069	159762529	SOD2	6	ENSMUSG00000006818	17	13225733	13258950	Sod2
ENSG00000295109	101226747	101242629		9					
ENSG00000129292	132775358	132848807	PHF20L1	8	ENSMUSG00000072501	15	66449409	66519825	Phf20l1
ENSG00000295133	38076499	38077261		9					
ENSG00000295136	129378169	129381835		9					
ENSG00000284612	38650172	38662717		9					
ENSG00000285987	84316514	84657077		9					
ENSG00000295175	20066153	20138897		9					
ENSG00000295192	20082129	20087288		9					
ENSG00000252777	28689665	28689794		1					
ENSG00000225684	113095149	113111543	FAM225B	9					
ENSG00000287121	11155298	11162818		16					
ENSG00000263033	11196177	11224969		16					
ENSG00000198492	28736621	28769775	YTHDF2	1	ENSMUSG00000040025	4	131912223	131939614	Ythdf2
ENSG00000285527	87129857	87133107		16					
ENSG00000261095	87212122	87226430		16					
ENSG00000261651	87215915	87216452		16					
ENSG00000243705	87268185	87268337		16					
ENSG00000280419	87296949	87297633		16					
ENSG00000260193	136107764	136110340	LINC02846	9					
ENSG00000131152	87302876	87334273		16					
ENSG00000270082	87326987	87327584		16					
ENSG00000103264	87326987	87392142	FBXO31	16	ENSMUSG00000052934	8	122276179	122305545	Fbxo31
ENSG00000295241	134164832	134206394		9					
ENSG00000295264	134185834	134217919		9					
ENSG00000268112	17727840	17734513		19					
ENSG00000179913	17794828	17813576	B3GNT3	19	ENSMUSG00000031803	8	72143400	72154433	B3gnt3
ENSG00000295288	134146719	134172673		9					
ENSG00000233427	28870483	28877336		1					
ENSG00000269901	87362536	87367476		16					
ENSG00000199756	28881726	28881835	Y_RNA	1					
ENSG00000287769	88384902	88389295		9					
ENSG00000225616	28982278	28982608		1					
ENSG00000140941	87383953	87404779	MAP1LC3B	16					
ENSG00000050405	50175788	50283520	LIMA1	12	ENSMUSG00000023022	15	99676351	99773337	Lima1
ENSG00000206704	28985710	28985810	Y_RNA	1					
ENSG00000295308	134218162	134227776		9					
ENSG00000277958	29041199	29041480	Metazoa_SRP	1	ENSMUSG00000093249	7	15680173	15680420	Gm24576
ENSG00000239466	84687725	84688000	RN7SL552P	4					
ENSG00000253304	29119429	29123903	TMEM200B	1	ENSMUSG00000070720	4	131648511	131650451	Tmem200b
ENSG00000251260	84796614	84810403	WDFY3-AS1	4					
ENSG00000252062	84886386	84886486	RNU6-469P	4	ENSMUSG00000088992	16	63567800	63567897	Gm22769
ENSG00000273249	134131446	134135772	WDR5-DT	9					
ENSG00000248099	17816512	17821574	INSL3	19	ENSMUSG00000079019	8	72141858	72143219	Insl3
ENSG00000225750	29144494	29146994		1					
ENSG00000277916	29171285	29171453		1					
ENSG00000289220	134216220	134220328		9					
ENSG00000145349	113418054	113761927	CAMK2D	4					
ENSG00000295355	134164991	134167013		9					
ENSG00000295374	67803927	67805432		9					
ENSG00000295401	3734566	3749195		9					
ENSG00000116353	29192657	29230942	MECR	1	ENSMUSG00000028910	4	131570781	131595097	Mecr
ENSG00000233554	33166789	33182865	B4GALT1-AS1	9					
ENSG00000130513	18374731	18389176	GDF15	19	ENSMUSG00000038508	8	71082043	71085106	Gdf15
ENSG00000295416	90158748	90160619		9					
ENSG00000204267	32821833	32838739	TAP2	6	ENSMUSG00000024339	17	34422501	34435295	Tap2
ENSG00000261592	87396704	87400295		16					
ENSG00000295424	33160773	33161046		9					
ENSG00000276393	87467138	87467654		16					
ENSG00000295449	91484441	91487287		9					
ENSG00000276337	87470370	87474370		16					
ENSG00000236896	97986551	97987685		9					
ENSG00000287287	35491119	35491969		9					
ENSG00000260714	25015978	25021023		16					
ENSG00000263326	25071490	25072727		16					
ENSG00000262700	25093387	25095255		16					
ENSG00000295526	32738995	32761056		9					
ENSG00000295528	78089284	78093232		9					
ENSG00000205629	25111731	25178231	LCMT1	16	ENSMUSG00000030763	7	122969007	123029581	Lcmt1
ENSG00000105656	18442663	18522116	ELL	19	ENSMUSG00000070002	8	70992107	71045508	Ell
ENSG00000295529	129761106	129777599		9					
ENSG00000224854	21959833	21967755	CDKN2A-AS1	9					
ENSG00000229312	69472466	69494519		9					
ENSG00000295589	1925163	1929583		9					
ENSG00000295597	82362558	82467077		9					
ENSG00000295637	82031857	82059566		9					
ENSG00000295649	40214212	40216354		9					
ENSG00000295650	107793438	107799849		9					
ENSG00000295651	80269160	80283451		9					
ENSG00000295684	82192318	82193520		9					
ENSG00000295687	102485471	102486533		9					
ENSG00000295713	96181107	96188757		9					
ENSG00000254261	26746953	26806256		9					
ENSG00000295750	26892443	26893157		9					
ENSG00000295812	25412505	25478367		9					
ENSG00000295843	77447634	77468876		9					
ENSG00000295851	132202623	132214289		9					
ENSG00000295856	72300978	72305095		9					
ENSG00000136960	119557086	119673453	ENPP2	8	ENSMUSG00000022425	15	54702297	54816288	Enpp2
ENSG00000295872	40196835	40211507		9					
ENSG00000290938	65732511	65880076		9					
ENSG00000289040	77723756	77725645		12					
ENSG00000279262	18448275	18448802		19					
ENSG00000289310	40229956	40231409		12					
ENSG00000280121	18448275	18448805		19					
ENSG00000289476	95305929	95306863		12					
ENSG00000289369	86737397	86739164		12					
ENSG00000289437	95260099	95261021		12					
ENSG00000289283	70317612	70318920		12					
ENSG00000288863	113361328	113362608		12					
ENSG00000105642	17951293	18000085	KCNN1	19	ENSMUSG00000002908	8	71294693	71315902	Kcnn1
ENSG00000243129	13021260	13021606		12					
ENSG00000111291	12940575	12952170	GPRC5D	12	ENSMUSG00000030205	6	135082989	135095281	Gprc5d
ENSG00000237934	29223933	29224816		1					
ENSG00000286231	220786990	220884503		1					
ENSG00000139269	57452323	57459280	INHBE	12	ENSMUSG00000047492	10	127184726	127190280	Inhbe
ENSG00000221571	220825620	220826063	RNU6ATAC35P	1					
ENSG00000276642	220825776	220825893		1					
ENSG00000272823	220828676	220829211		1					
ENSG00000137745	102942995	102955732	MMP13	11	ENSMUSG00000050578	9	7272514	7283331	Mmp13
ENSG00000238078	220829255	220832429	LINC01352	1					
ENSG00000266166	25185253	25185538	RN7SL557P	16					
ENSG00000103375	25215731	25228932	AQP8	16	ENSMUSG00000030762	7	123061514	123067227	Aqp8
ENSG00000136630	220879431	220885059	HLX	1	ENSMUSG00000039377	1	184459337	184464816	Hlx
ENSG00000110888	30709552	30823302	CAPRIN2	12	ENSMUSG00000030309	6	148743990	148797735	Caprin2
ENSG00000260505	220401122	220404033		1					
ENSG00000235163	220448516	220448853	RPL7AP81	1					
ENSG00000234863	220455154	220455312		1					
ENSG00000226226	220467954	220468808	PRELID3BP1	1					
ENSG00000155592	25236001	25257845	ZKSCAN2	16	ENSMUSG00000030757	7	123074607	123099672	Zkscan2
ENSG00000116141	220528136	220664461	MARK1	1	ENSMUSG00000026620	1	184628986	184731767	Mark1
ENSG00000259955	25238318	25239287		16					
ENSG00000181625	29454533	29458219	SLX1B	16	ENSMUSG00000059772	7	126288640	126294956	Slx1b
ENSG00000259707	82691723	82692358		15					
ENSG00000279758	82738386	82739122		15					
ENSG00000186628	82755362	82806070	FSD2	15	ENSMUSG00000038663	7	81183056	81216692	Fsd2
ENSG00000175084	219418377	219426735	DES	2	ENSMUSG00000026208	1	75336973	75345223	Des
ENSG00000183647	57599885	57612722	ZNF530	19					
ENSG00000177106	694438	727727	EPS8L2	11	ENSMUSG00000025504	7	140918793	140942933	Eps8l2
ENSG00000166704	57977076	58003349	ZNF606	19	ENSMUSG00000030386	7	12212220	12230162	Zfp606
ENSG00000166278	31897785	31945673	C2	6	ENSMUSG00000024371	17	35081580	35117241	C2
ENSG00000282034	30704067	30745169		16					
ENSG00000274893	65977343	66020816		9					
ENSG00000277864	82755945	82756071	SCARNA15	15	ENSMUSG00002076102	7	81179603	81179729	Gm54927
ENSG00000156232	82809628	82836108	WHAMM	15	ENSMUSG00000045795	7	81221014	81246584	Whamm
ENSG00000236687	131816192	131821276		9					
ENSG00000295954	65940538	65958952		9					
ENSG00000295960	36167530	36174788		9					
ENSG00000295981	65655644	65667554		9					
ENSG00000166192	72114258	72143692	SENP8	15	ENSMUSG00000051705	9	59641542	59657993	Senp8
ENSG00000254473	83707594	83713610	UBQLN1-AS1	9					
ENSG00000224578	51553436	51647132	HNRNPA1L3	16					
ENSG00000136531	165194993	165392310	SCN2A	2	ENSMUSG00000075318	2	65451115	65597791	Scn2a
ENSG00000243568	72134641	72135436	RPL21P115	15					
ENSG00000008710	2088708	2135898	PKD1	16	ENSMUSG00000032855	17	24768808	24815482	Pkd1
ENSG00000291187	27245684	27284869	REXO6P	9					
ENSG00000260173	72140504	72155459		15					
ENSG00000086232	6022247	6059175	EIF2AK1	7	ENSMUSG00000029613	5	143803543	143841069	Eif2ak1
ENSG00000175318	72159806	72197787	GRAMD2A	15	ENSMUSG00000074259	9	59587427	59626157	Gramd2a
ENSG00000186017	36445119	36489902	ZNF566	19	ENSMUSG00000078768	7	29776762	29789952	Zfp566
ENSG00000296031	121812316	121813182		9					
ENSG00000296035	133491203	133501145		9					
ENSG00000296076	124110963	124125440		9					
ENSG00000286536	105025932	105245673		9					
ENSG00000161021	179732822	179777283	MAML1	5	ENSMUSG00000050567	11	50146461	50183138	Maml1
ENSG00000296098	38071268	38075385		9					
ENSG00000213316	179793980	179796647	LTC4S	5					
ENSG00000197647	12014715	12035741	ZNF433	19	ENSMUSG00000052446	8	72704882	72747636	Zfp961
ENSG00000296112	39038271	39041948		9					
ENSG00000296202	102168463	102259801		9					
ENSG00000236024	129712891	129718747	PRRX2-AS1	9					
ENSG00000296315	129362412	129368862		9					
ENSG00000240718	6047721	6048023	RN7SL851P	7					
ENSG00000252929	6057500	6057604	RNU6-218P	7	ENSMUSG00000077633	8	105234534	105234640	Gm22148
ENSG00000137817	72241181	72272999	PARP6	15	ENSMUSG00000025237	9	59524567	59557568	Parp6
ENSG00000296343	95083243	95084341		9					
ENSG00000106346	6104949	6161564	USP42	7	ENSMUSG00000051306	5	143696080	143718035	Usp42
ENSG00000296351	126854418	126862771		9					
ENSG00000296355	91503516	91517467		9					
ENSG00000296366	94992249	94992954		9					
ENSG00000296375	133061427	133061799		9					
ENSG00000296403	92766332	92798274		9					
ENSG00000232211	86571195	86696496		9					
ENSG00000243872	220571739	220572035	RN7SL464P	1					
ENSG00000162817	220690363	220699153	C1orf115	1	ENSMUSG00000039349	1	184604123	184615415	C130074G19Rik
ENSG00000235819	86369285	86528117		9					
ENSG00000165046	38386207	38409527	LETM2	8	ENSMUSG00000037363	8	26068506	26087598	Letm2
ENSG00000161013	179797597	179806952	MGAT4B	5	ENSMUSG00000036620	11	50101717	50125930	Mgat4b
ENSG00000131126	43401496	43418597	TEX101	19	ENSMUSG00000062773	7	24367432	24376100	Tex101
ENSG00000117593	173824653	173858808	DARS2	1	ENSMUSG00000026709	1	160868171	160898228	Dars2
ENSG00000296444	5447728	5449914		9					
ENSG00000296465	86513292	86584564		9					
ENSG00000124466	43460787	43465608	LYPD3	19	ENSMUSG00000057454	7	24335975	24340543	Lypd3
ENSG00000285686	86669249	86708334	LINC02834	9					
ENSG00000296500	86576064	86578157		9					
ENSG00000296507	124837436	124838168		9					
ENSG00000296510	124940216	124940966		9					
ENSG00000286162	5457477	5629780		9					
ENSG00000221838	100100858	100110345	AP4M1	7	ENSMUSG00000019518	5	138170264	138178691	Ap4m1
ENSG00000293075	61205258	61214772	FAM74A4	9					
ENSG00000296603	95143131	95143936		9					
ENSG00000296661	38079552	38082668		9					
ENSG00000296683	80448043	80501500		9					
ENSG00000296698	13963565	13981356		9					
ENSG00000105755	43506719	43527230	ETHE1	19	ENSMUSG00000064254	7	24286968	24308350	Ethe1
ENSG00000296725	135371030	135374884		9					
ENSG00000296740	135370237	135372812		9					
ENSG00000290848	41340822	41356789		9					
ENSG00000241598	1620958	1622138	KRTAP5-4	11					
